Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,10,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.01,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-6.35E+00,-0.004,-0.002,,-2.54E-07,0.0072
-6.34E+00,-0.0008,0.0156,,-2.54E-07,0.0064
-6.33E+00,-0.0008,0.018,,-2.53E-07,0.0072
-6.32E+00,-0.004,-0.0028,,-2.53E-07,0.0072
-6.31E+00,-0.0024,-0.002,,-2.52E-07,0.0064
-6.30E+00,-0.0016,0.0148,,-2.52E-07,0.0072
-6.29E+00,-0.0008,-0.0036,,-2.52E-07,0.0072
-6.28E+00,-0.0048,-0.0028,,-2.51E-07,0.0072
-6.27E+00,-0.0008,0.0164,,-2.51E-07,0.0072
-6.26E+00,-0.0016,0.0204,,-2.50E-07,0.0072
-6.25E+00,-0.0048,-0.0004,,-2.50E-07,0.0064
-6.24E+00,-0.0024,-0.002,,-2.50E-07,0.0064
-6.23E+00,-0.0024,0.0172,,-2.49E-07,0.0056
-6.22E+00,-0.0024,-0.006,,-2.49E-07,0.0064
-6.21E+00,-0.004,-0.0028,,-2.48E-07,0.0064
-6.20E+00,-0.0032,0.0172,,-2.48E-07,0.0056
-6.19E+00,-0.0016,0.0204,,-2.48E-07,0.0064
-6.18E+00,-0.0024,-0.0044,,-2.47E-07,0.0064
-6.17E+00,-0.0024,-0.002,,-2.47E-07,0.0072
-6.16E+00,-0.0024,0.0188,,-2.46E-07,0.008
-6.15E+00,-0.0032,-0.0036,,-2.46E-07,0.0088
-6.14E+00,-0.0024,-0.002,,-2.46E-07,0.0088
-6.13E+00,-0.0032,0.0148,,-2.45E-07,0.0072
-6.12E+00,-0.0008,0.0188,,-2.45E-07,0.0088
-6.11E+00,-0.004,-0.0036,,-2.44E-07,0.008
-6.10E+00,-0.0008,-0.0036,,-2.44E-07,0.0072
-6.09E+00,-0.0016,0.0172,,-2.44E-07,0.0064
-6.08E+00,-0.0032,-0.0068,,-2.43E-07,0.0064
-6.07E+00,-0.0024,-0.0044,,-2.43E-07,0.0056
-6.06E+00,-0.0016,0.0148,,-2.42E-07,0.0064
-6.05E+00,-0.004,0.0188,,-2.42E-07,0.0056
-6.04E+00,-0.0016,-0.0028,,-2.42E-07,0.0064
-6.03E+00,-0.0016,-0.0028,,-2.41E-07,0.0056
-6.02E+00,-0.004,0.018,,-2.41E-07,0.0048
-6.01E+00,-0.004,-0.0036,,-2.40E-07,0.004
-6.00E+00,-0.0032,-0.002,,-2.40E-07,0.0048
-5.99E+00,-0.0008,0.0108,,-2.40E-07,0.0032
-5.98E+00,-0.0016,0.0188,,-2.39E-07,0.0024
-5.97E+00,-0.0008,-0.0044,,-2.39E-07,0.0024
-5.96E+00,-0.0048,-0.0052,,-2.38E-07,0.0024
-5.95E+00,-0.0016,0.0172,,-2.38E-07,0.0016
-5.94E+00,-0.0016,-0.002,,-2.38E-07,0.0008
-5.93E+00,-0.0048,-0.0036,,-2.37E-07,0.0008
-5.92E+00,-0.0008,0.0092,,-2.37E-07,0
-5.91E+00,-0.0032,0.0188,,-2.36E-07,-0.0008
-5.90E+00,-0.0024,-0.0052,,-2.36E-07,-0.0008
-5.89E+00,-0.0008,-0.006,,-2.36E-07,-0.0008
-5.88E+00,-0.0024,0.0172,,-2.35E-07,-0.0008
-5.87E+00,-0.0024,-0.0012,,-2.35E-07,-0.0008
-5.86E+00,-0.0032,-0.002,,-2.34E-07,-0.0016
-5.85E+00,-0.0016,0.0084,,-2.34E-07,-0.0024
-5.84E+00,-0.0016,0.0172,,-2.34E-07,-0.0024
-5.83E+00,-0.0024,-0.0036,,-2.33E-07,-0.0016
-5.82E+00,-0.0024,-0.002,,-2.33E-07,-0.0024
-5.81E+00,-0.0008,0.0172,,-2.32E-07,-0.0024
-5.80E+00,-0.0024,-0.0028,,-2.32E-07,-0.0032
-5.79E+00,-0.0032,-0.0036,,-2.32E-07,-0.004
-5.78E+00,0,0.0036,,-2.31E-07,-0.0032
-5.77E+00,-0.004,0.0172,,-2.31E-07,-0.0032
-5.76E+00,-0.0016,-0.0036,,-2.30E-07,-0.0048
-5.75E+00,-0.0024,-0.002,,-2.30E-07,-0.0048
-5.74E+00,-0.0008,0.0172,,-2.30E-07,-0.0032
-5.73E+00,-0.0024,0.0004,,-2.29E-07,-0.004
-5.72E+00,-0.0056,-0.0052,,-2.29E-07,-0.0032
-5.71E+00,-0.0024,0.0036,,-2.28E-07,-0.0016
-5.70E+00,-0.0032,0.0164,,-2.28E-07,-0.0016
-5.69E+00,-0.0032,-0.0028,,-2.28E-07,-0.0024
-5.68E+00,-0.0056,-0.0028,,-2.27E-07,-0.004
-5.67E+00,0,0.0164,,-2.27E-07,-0.004
-5.66E+00,-0.0048,0.0004,,-2.26E-07,-0.004
-5.65E+00,-0.0024,-0.0036,,-2.26E-07,-0.0032
-5.64E+00,-0.0016,0.0012,,-2.26E-07,-0.0024
-5.63E+00,-0.0008,0.0164,,-2.25E-07,-0.0024
-5.62E+00,-0.004,-0.002,,-2.25E-07,-0.0008
-5.61E+00,-0.004,-0.0028,,-2.24E-07,0
-5.60E+00,-0.0024,0.0164,,-2.24E-07,0
-5.59E+00,-0.0032,0.002,,-2.24E-07,0
-5.58E+00,-0.0048,-0.0028,,-2.23E-07,-0.0016
-5.57E+00,-0.0016,-0.002,,-2.23E-07,-0.0016
-5.56E+00,-0.0016,0.0172,,-2.22E-07,-0.0016
-5.55E+00,-0.0032,-0.0044,,-2.22E-07,-0.0024
-5.54E+00,-0.0024,-0.0028,,-2.22E-07,-0.0032
-5.53E+00,0.0008,0.0164,,-2.21E-07,-0.0024
-5.52E+00,-0.0024,0.0052,,-2.21E-07,-0.0024
-5.51E+00,-0.0048,-0.0028,,-2.20E-07,-0.0032
-5.50E+00,-0.0008,-0.0028,,-2.20E-07,-0.0024
-5.49E+00,-0.0032,0.0188,,-2.20E-07,-0.0024
-5.48E+00,-0.0032,-0.0012,,-2.19E-07,-0.0016
-5.47E+00,-0.0056,-0.0012,,-2.19E-07,-0.0008
-5.46E+00,-0.0008,0.0148,,-2.18E-07,-0.0008
-5.45E+00,-0.0032,0.0036,,-2.18E-07,-0.0008
-5.44E+00,-0.0008,-0.002,,-2.18E-07,-0.0008
-5.43E+00,-0.0016,-0.0012,,-2.17E-07,-0.0016
-5.42E+00,-0.0016,0.0156,,-2.17E-07,-0.0024
-5.41E+00,-0.0024,-0.0036,,-2.16E-07,-0.0016
-5.40E+00,-0.004,-0.0052,,-2.16E-07,-0.0016
-5.39E+00,-0.0024,0.018,,-2.16E-07,-0.0008
-5.38E+00,-0.0024,0.0044,,-2.15E-07,-0.0008
-5.37E+00,-0.0016,-0.0036,,-2.15E-07,-0.0016
-5.36E+00,-0.0008,-0.0036,,-2.14E-07,-0.0024
-5.35E+00,-0.0008,0.018,,-2.14E-07,-0.0032
-5.34E+00,-0.0008,-0.0028,,-2.14E-07,-0.0032
-5.33E+00,-0.0032,-0.0036,,-2.13E-07,-0.0024
-5.32E+00,-0.0016,0.0164,,-2.13E-07,-0.004
-5.31E+00,-0.004,0.0044,,-2.12E-07,-0.0032
-5.30E+00,-0.0024,-0.0044,,-2.12E-07,-0.0048
-5.29E+00,-0.0008,-0.0052,,-2.12E-07,-0.004
-5.28E+00,-0.0016,0.0156,,-2.11E-07,-0.0032
-5.27E+00,-0.0024,-0.0028,,-2.11E-07,-0.0032
-5.26E+00,-0.0024,-0.002,,-2.10E-07,-0.0032
-5.25E+00,-0.0032,0.0164,,-2.10E-07,-0.0024
-5.24E+00,-0.0016,0.0068,,-2.10E-07,-0.0032
-5.23E+00,-0.004,-0.002,,-2.09E-07,-0.0016
-5.22E+00,-0.0024,-0.0036,,-2.09E-07,-0.0024
-5.21E+00,0,0.0156,,-2.08E-07,-0.0032
-5.20E+00,-0.0032,-0.0028,,-2.08E-07,-0.0032
-5.19E+00,-0.0024,-0.0028,,-2.08E-07,-0.004
-5.18E+00,-0.0032,0.014,,-2.07E-07,-0.004
-5.17E+00,-0.0024,0.0068,,-2.07E-07,-0.004
-5.16E+00,-0.004,-0.0036,,-2.06E-07,-0.0024
-5.15E+00,-0.0008,-0.0044,,-2.06E-07,-0.0016
-5.14E+00,-0.0008,0.0148,,-2.06E-07,-0.0024
-5.13E+00,-0.0032,-0.0044,,-2.05E-07,-0.0032
-5.12E+00,-0.0032,-0.0012,,-2.05E-07,-0.0024
-5.11E+00,-0.0016,0.0148,,-2.04E-07,-0.0024
-5.10E+00,-0.004,0.0092,,-2.04E-07,-0.0024
-5.09E+00,-0.0032,-0.002,,-2.04E-07,-0.0016
-5.08E+00,-0.0032,-0.0052,,-2.03E-07,-0.0016
-5.07E+00,-0.0024,0.0172,,-2.03E-07,-0.0016
-5.06E+00,-0.0024,-0.002,,-2.02E-07,-0.0008
-5.05E+00,-0.0032,-0.0036,,-2.02E-07,-0.0016
-5.04E+00,0,0.0132,,-2.02E-07,-0.0016
-5.03E+00,-0.004,0.0092,,-2.01E-07,-0.0008
-5.02E+00,-0.0024,-0.002,,-2.01E-07,-0.0008
-5.01E+00,-0.0024,-0.0044,,-2.00E-07,-0.0008
-5.00E+00,0.0024,0.0132,,-2.00E-07,-0.0008
-4.99E+00,-0.0016,-0.0036,,-2.00E-07,-0.0016
-4.98E+00,-0.0032,-0.0036,,-1.99E-07,-0.0008
-4.97E+00,0.0032,0.006,,-1.99E-07,0
-4.96E+00,0,0.006,,-1.98E-07,-0.0008
-4.95E+00,-0.004,-0.0028,,-1.98E-07,-0.0008
-4.94E+00,0.0016,-0.0044,,-1.98E-07,-0.0008
-4.93E+00,0.0088,0.0036,,-1.97E-07,-0.0016
-4.92E+00,-0.0016,-0.002,,-1.97E-07,-0.0032
-4.91E+00,-0.004,-0.002,,-1.96E-07,-0.0032
-4.90E+00,0.0104,-0.0012,,-1.96E-07,-0.0024
-4.89E+00,-0.0016,-0.0004,,-1.96E-07,-0.0032
-4.88E+00,0,-0.006,,-1.95E-07,-0.0032
-4.87E+00,0.0008,-0.0036,,-1.95E-07,-0.0032
-4.86E+00,0.0136,0.0004,,-1.94E-07,-0.0024
-4.85E+00,-0.0032,-0.0044,,-1.94E-07,-0.0024
-4.84E+00,-0.0008,-0.0068,,-1.94E-07,-0.0024
-4.83E+00,0.0136,-0.0044,,-1.93E-07,-0.0024
-4.82E+00,0.0016,-0.0068,,-1.93E-07,-0.0032
-4.81E+00,-0.0032,-0.0044,,-1.92E-07,-0.0032
-4.80E+00,0,-0.002,,-1.92E-07,-0.0032
-4.79E+00,0.0152,-0.0068,,-1.92E-07,-0.0024
-4.78E+00,-0.0024,-0.0044,,-1.91E-07,-0.0016
-4.77E+00,-0.0008,-0.0044,,-1.91E-07,-0.0016
-4.76E+00,0.016,-0.0052,,-1.90E-07,-0.0008
-4.75E+00,0.004,-0.002,,-1.90E-07,-0.0016
-4.74E+00,-0.0032,-0.0052,,-1.90E-07,-0.0016
-4.73E+00,-0.0008,-0.0036,,-1.89E-07,-0.0016
-4.72E+00,0.0128,-0.0012,,-1.89E-07,-0.0024
-4.71E+00,-0.0032,-0.0044,,-1.88E-07,-0.0032
-4.70E+00,-0.0032,-0.0068,,-1.88E-07,-0.0032
-4.69E+00,0.0088,0.002,,-1.88E-07,-0.0032
-4.68E+00,0.0008,0.0012,,-1.87E-07,-0.0032
-4.67E+00,-0.004,-0.0044,,-1.87E-07,-0.0024
-4.66E+00,-0.0008,-0.0044,,-1.86E-07,-0.0024
-4.65E+00,0.0072,0.0036,,-1.86E-07,-0.0016
-4.64E+00,-0.0024,-0.0036,,-1.86E-07,-0.0016
-4.63E+00,-0.0016,-0.0044,,-1.85E-07,-0.0016
-4.62E+00,0.0056,0.0044,,-1.85E-07,-0.0032
-4.61E+00,0.0008,0.0044,,-1.84E-07,-0.004
-4.60E+00,-0.0024,-0.0036,,-1.84E-07,-0.0056
-4.59E+00,-0.004,-0.0044,,-1.84E-07,-0.0056
-4.58E+00,0.0056,0.0052,,-1.83E-07,-0.0048
-4.57E+00,-0.0024,-0.0044,,-1.83E-07,-0.0048
-4.56E+00,-0.0024,-0.002,,-1.82E-07,-0.004
-4.55E+00,0.0056,0.006,,-1.82E-07,-0.0048
-4.54E+00,0.0048,0.006,,-1.82E-07,-0.0016
-4.53E+00,-0.0024,-0.0036,,-1.81E-07,-0.0008
-4.52E+00,-0.0016,-0.0044,,-1.81E-07,-0.0008
-4.51E+00,0.0072,0.0052,,-1.80E-07,-0.0008
-4.50E+00,-0.0024,-0.0036,,-1.80E-07,-0.0008
-4.49E+00,-0.0016,-0.0036,,-1.80E-07,-0.0008
-4.48E+00,0.0072,0.0084,,-1.79E-07,-0.0016
-4.47E+00,0.0032,0.0044,,-1.79E-07,-0.0008
-4.46E+00,-0.0024,-0.0028,,-1.78E-07,0.0008
-4.45E+00,-0.0032,-0.0036,,-1.78E-07,0.0008
-4.44E+00,0.008,0.006,,-1.78E-07,0.0032
-4.43E+00,-0.0008,-0.0036,,-1.77E-07,0.004
-4.42E+00,-0.0032,-0.0036,,-1.77E-07,0.0056
-4.41E+00,0.0048,0.0052,,-1.76E-07,0.0072
-4.40E+00,0.0024,0.0052,,-1.76E-07,0.0096
-4.39E+00,-0.004,-0.0052,,-1.76E-07,0.0096
-4.38E+00,-0.0024,-0.0036,,-1.75E-07,0.0096
-4.37E+00,0.0048,0.006,,-1.75E-07,0.0104
-4.36E+00,-0.0016,-0.0044,,-1.74E-07,0.008
-4.35E+00,-0.0016,-0.0036,,-1.74E-07,0.0072
-4.34E+00,0.0048,0.0076,,-1.74E-07,0.0064
-4.33E+00,0.004,0.0052,,-1.73E-07,0.0064
-4.32E+00,-0.0024,-0.0044,,-1.73E-07,0.0072
-4.31E+00,-0.0024,-0.0028,,-1.72E-07,0.0056
-4.30E+00,0.0072,0.0068,,-1.72E-07,0.0056
-4.29E+00,-0.0024,-0.0044,,-1.72E-07,0.0064
-4.28E+00,-0.0032,-0.0036,,-1.71E-07,0.0072
-4.27E+00,0.0072,0.0076,,-1.71E-07,0.0072
-4.26E+00,0.0032,0.0068,,-1.70E-07,0.0064
-4.25E+00,-0.0032,-0.006,,-1.70E-07,0.0056
-4.24E+00,-0.0032,-0.0044,,-1.70E-07,0.0064
-4.23E+00,0.0072,0.0052,,-1.69E-07,0.0056
-4.22E+00,-0.0024,-0.0044,,-1.69E-07,0.0048
-4.21E+00,-0.0024,-0.006,,-1.68E-07,0.004
-4.20E+00,0.0064,0.0068,,-1.68E-07,0.0064
-4.19E+00,0.0056,0.006,,-1.68E-07,0.0048
-4.18E+00,-0.0024,-0.0036,,-1.67E-07,0.0056
-4.17E+00,-0.004,-0.006,,-1.67E-07,0.0072
-4.16E+00,0.008,0.0068,,-1.66E-07,0.0072
-4.15E+00,-0.0024,-0.006,,-1.66E-07,0.0064
-4.14E+00,-0.0032,-0.0044,,-1.66E-07,0.008
-4.13E+00,0.0056,0.0044,,-1.65E-07,0.0088
-4.12E+00,0.0064,0.0068,,-1.65E-07,0.0088
-4.11E+00,-0.004,-0.0052,,-1.64E-07,0.0104
-4.10E+00,-0.0024,-0.006,,-1.64E-07,0.0088
-4.09E+00,0.0064,0.006,,-1.64E-07,0.0088
-4.08E+00,-0.0016,-0.006,,-1.63E-07,0.0088
-4.07E+00,-0.0024,-0.0052,,-1.63E-07,0.0064
-4.06E+00,0.0064,0.0028,,-1.62E-07,0.0064
-4.05E+00,0.0048,0.006,,-1.62E-07,0.0064
-4.04E+00,-0.0024,-0.0036,,-1.62E-07,0.0064
-4.03E+00,-0.0024,-0.0036,,-1.61E-07,0.0072
-4.02E+00,0.008,0.0068,,-1.61E-07,0.0064
-4.01E+00,-0.0024,-0.0052,,-1.60E-07,0.008
-4.00E+00,-0.0024,-0.006,,-1.60E-07,0.0072
-3.99E+00,0.0056,0.002,,-1.60E-07,0.008
-3.98E+00,0.0072,0.0068,,-1.59E-07,0.0064
-3.97E+00,-0.0024,-0.002,,-1.59E-07,0.0064
-3.96E+00,-0.0024,-0.0052,,-1.58E-07,0.0072
-3.95E+00,0.0056,0.006,,-1.58E-07,0.0064
-3.94E+00,-0.0008,-0.0044,,-1.58E-07,0.0064
-3.93E+00,-0.004,-0.0044,,-1.57E-07,0.0064
-3.92E+00,0.0048,0.0012,,-1.57E-07,0.0072
-3.91E+00,0.0072,0.0076,,-1.56E-07,0.0056
-3.90E+00,-0.0024,-0.0044,,-1.56E-07,0.0056
-3.89E+00,-0.0016,-0.0044,,-1.56E-07,0.0064
-3.88E+00,0.0064,0.0044,,-1.55E-07,0.0072
-3.87E+00,-0.0024,-0.002,,-1.55E-07,0.0072
-3.86E+00,-0.004,-0.0052,,-1.54E-07,0.0064
-3.85E+00,0.0072,0.0012,,-1.54E-07,0.0072
-3.84E+00,0.0072,0.0084,,-1.54E-07,0.0072
-3.83E+00,-0.004,-0.0012,,-1.53E-07,0.0064
-3.82E+00,-0.0032,-0.0052,,-1.53E-07,0.0064
-3.81E+00,0.0048,0.0052,,-1.52E-07,0.0064
-3.80E+00,-0.0016,-0.0044,,-1.52E-07,0.0048
-3.79E+00,-0.0024,-0.0036,,-1.52E-07,0.0056
-3.78E+00,0.0056,0.0004,,-1.51E-07,0.0064
-3.77E+00,0.0064,0.006,,-1.51E-07,0.0064
-3.76E+00,-0.004,-0.002,,-1.50E-07,0.0072
-3.75E+00,-0.0008,-0.0028,,-1.50E-07,0.0072
-3.74E+00,0.0072,0.006,,-1.50E-07,0.0088
-3.73E+00,-0.0032,-0.0012,,-1.49E-07,0.0088
-3.72E+00,-0.0024,-0.0044,,-1.49E-07,0.0096
-3.71E+00,0.0072,-0.002,,-1.48E-07,0.008
-3.70E+00,0.0064,0.0044,,-1.48E-07,0.008
-3.69E+00,-0.0024,-0.0044,,-1.48E-07,0.0072
-3.68E+00,-0.004,-0.0044,,-1.47E-07,0.0064
-3.67E+00,0.0064,0.0044,,-1.47E-07,0.0064
-3.66E+00,-0.004,-0.0012,,-1.46E-07,0.0072
-3.65E+00,-0.0016,-0.0052,,-1.46E-07,0.0064
-3.64E+00,0.0072,-0.002,,-1.46E-07,0.0064
-3.63E+00,0.0072,0.0052,,-1.45E-07,0.0064
-3.62E+00,-0.0024,-0.0052,,-1.45E-07,0.0072
-3.61E+00,-0.0016,-0.0044,,-1.44E-07,0.0064
-3.60E+00,0.0064,0.0044,,-1.44E-07,0.0072
-3.59E+00,-0.004,0.0004,,-1.44E-07,0.0072
-3.58E+00,-0.0024,-0.0036,,-1.43E-07,0.0064
-3.57E+00,0.0072,-0.0044,,-1.43E-07,0.0064
-3.56E+00,0.0064,0.0052,,-1.42E-07,0.0056
-3.55E+00,0,-0.0052,,-1.42E-07,0.0056
-3.54E+00,-0.0016,-0.0044,,-1.42E-07,0.0048
-3.53E+00,0.0072,0.0044,,-1.41E-07,0.0048
-3.52E+00,-0.0008,0.0004,,-1.41E-07,0.004
-3.51E+00,-0.0032,-0.0012,,-1.40E-07,0.004
-3.50E+00,0.008,-0.0044,,-1.40E-07,0.0032
-3.49E+00,0.0088,0.0052,,-1.40E-07,0.004
-3.48E+00,-0.0016,-0.0028,,-1.39E-07,0.004
-3.47E+00,-0.0032,-0.0052,,-1.39E-07,0.0032
-3.46E+00,0.0064,0.0036,,-1.38E-07,0.0032
-3.45E+00,-0.0024,-0.0004,,-1.38E-07,0.0024
-3.44E+00,-0.0024,-0.0036,,-1.38E-07,0.0016
-3.43E+00,0.0064,-0.0028,,-1.37E-07,0
-3.42E+00,0.0072,0.0044,,-1.37E-07,0
-3.41E+00,-0.0024,-0.0036,,-1.36E-07,-0.0008
-3.40E+00,-0.0032,-0.0052,,-1.36E-07,-0.0008
-3.39E+00,0.0072,0.0076,,-1.36E-07,-0.0008
-3.38E+00,-0.004,0.0012,,-1.35E-07,-0.0016
-3.37E+00,-0.0032,-0.0028,,-1.35E-07,-0.0016
-3.36E+00,0.0048,-0.0044,,-1.34E-07,-0.0024
-3.35E+00,0.008,0.0076,,-1.34E-07,-0.0024
-3.34E+00,-0.0016,-0.0036,,-1.34E-07,-0.0016
-3.33E+00,-0.0024,-0.0036,,-1.33E-07,-0.0024
-3.32E+00,0.0064,0.006,,-1.33E-07,-0.0024
-3.31E+00,-0.0024,0.0028,,-1.32E-07,-0.0024
-3.30E+00,-0.0024,-0.0044,,-1.32E-07,-0.0032
-3.29E+00,0.004,-0.002,,-1.32E-07,-0.0024
-3.28E+00,0.0056,0.0052,,-1.31E-07,-0.0024
-3.27E+00,-0.0032,-0.0028,,-1.31E-07,-0.0024
-3.26E+00,-0.0024,-0.0052,,-1.30E-07,-0.0032
-3.25E+00,0.0048,0.006,,-1.30E-07,-0.004
-3.24E+00,-0.0016,0.0036,,-1.30E-07,-0.0048
-3.23E+00,-0.0016,-0.006,,-1.29E-07,-0.0048
-3.22E+00,0.0008,-0.0044,,-1.29E-07,-0.004
-3.21E+00,0.0064,0.006,,-1.28E-07,-0.0024
-3.20E+00,-0.0032,-0.0044,,-1.28E-07,-0.0024
-3.19E+00,0.0008,-0.006,,-1.28E-07,-0.0024
-3.18E+00,0.0088,0.0068,,-1.27E-07,-0.0024
-3.17E+00,-0.0016,0.0044,,-1.27E-07,-0.0016
-3.16E+00,-0.0016,-0.0052,,-1.26E-07,-0.0024
-3.15E+00,-0.0024,-0.006,,-1.26E-07,-0.0024
-3.14E+00,0.008,0.0044,,-1.26E-07,-0.0024
-3.13E+00,-0.0008,-0.0052,,-1.25E-07,-0.0024
-3.12E+00,-0.0008,-0.0052,,-1.25E-07,-0.0032
-3.11E+00,0.0056,0.0068,,-1.24E-07,-0.0024
-3.10E+00,0,0.0052,,-1.24E-07,-0.0016
-3.09E+00,-0.0008,-0.0044,,-1.24E-07,-0.0024
-3.08E+00,-0.0024,-0.0028,,-1.23E-07,-0.0008
-3.07E+00,0.008,0.0052,,-1.23E-07,-0.0016
-3.06E+00,-0.0016,-0.0036,,-1.22E-07,-0.0016
-3.05E+00,-0.0016,-0.0036,,-1.22E-07,-0.0016
-3.04E+00,0.008,0.0068,,-1.22E-07,-0.0016
-3.03E+00,0.0008,0.0044,,-1.21E-07,-0.0008
-3.02E+00,-0.004,-0.0044,,-1.21E-07,0
-3.01E+00,-0.0032,-0.0036,,-1.20E-07,0
-3.00E+00,0.008,0.0052,,-1.20E-07,-0.0008
-2.99E+00,-0.0024,-0.0036,,-1.20E-07,-0.0008
-2.98E+00,-0.0024,-0.006,,-1.19E-07,-0.0016
-2.97E+00,0.0072,0.0076,,-1.19E-07,-0.0024
-2.96E+00,0,0.0068,,-1.18E-07,-0.0024
-2.95E+00,-0.0024,-0.0044,,-1.18E-07,-0.0024
-2.94E+00,-0.0032,-0.0044,,-1.18E-07,-0.0032
-2.93E+00,0.0096,0.0036,,-1.17E-07,-0.0032
-2.92E+00,-0.0008,-0.0052,,-1.17E-07,-0.0024
-2.91E+00,-0.0008,-0.0036,,-1.16E-07,-0.0032
-2.90E+00,0.0128,-0.002,,-1.16E-07,-0.0032
-2.89E+00,0.0056,-0.0036,,-1.16E-07,-0.0032
-2.88E+00,-0.0016,-0.0052,,-1.15E-07,-0.0032
-2.87E+00,-0.004,-0.0036,,-1.15E-07,-0.0024
-2.86E+00,0.0152,-0.0052,,-1.14E-07,-0.0016
-2.85E+00,-0.0016,-0.006,,-1.14E-07,-0.0016
-2.84E+00,-0.0016,-0.0052,,-1.14E-07,-0.0016
-2.83E+00,0.0144,-0.0068,,-1.13E-07,-0.0016
-2.82E+00,0.0072,-0.0036,,-1.13E-07,-0.0008
-2.81E+00,-0.004,-0.0052,,-1.12E-07,-0.0016
-2.80E+00,0,-0.006,,-1.12E-07,-0.0024
-2.79E+00,0.0144,-0.006,,-1.12E-07,-0.0024
-2.78E+00,-0.0024,-0.0068,,-1.11E-07,-0.0016
-2.77E+00,-0.0016,-0.0068,,-1.11E-07,-0.0024
-2.76E+00,0.0144,-0.0028,,-1.10E-07,-0.0016
-2.75E+00,0.0072,0.0004,,-1.10E-07,-0.0024
-2.74E+00,-0.0024,-0.006,,-1.10E-07,-0.0024
-2.73E+00,-0.0016,-0.0052,,-1.09E-07,-0.0016
-2.72E+00,0.0112,0.0004,,-1.09E-07,-0.0016
-2.71E+00,-0.0032,-0.0044,,-1.08E-07,-0.0024
-2.70E+00,-0.0024,-0.006,,-1.08E-07,-0.004
-2.69E+00,0.0064,0.0044,,-1.08E-07,-0.004
-2.68E+00,0.0048,0.0028,,-1.07E-07,-0.0032
-2.67E+00,-0.0032,-0.0036,,-1.07E-07,-0.0024
-2.66E+00,-0.0024,-0.0044,,-1.06E-07,-0.0024
-2.65E+00,0.0056,0.0084,,-1.06E-07,-0.0032
-2.64E+00,-0.0016,-0.0044,,-1.06E-07,-0.0024
-2.63E+00,-0.0016,-0.0044,,-1.05E-07,-0.0008
-2.62E+00,0.0016,0.0108,,-1.05E-07,-0.0016
-2.61E+00,0.0008,0.0132,,-1.04E-07,-0.0024
-2.60E+00,-0.0008,-0.0036,,-1.04E-07,-0.0024
-2.59E+00,-0.0024,-0.0036,,-1.04E-07,-0.0024
-2.58E+00,0.0016,0.014,,-1.03E-07,-0.0024
-2.57E+00,-0.0024,-0.0028,,-1.03E-07,-0.0024
-2.56E+00,-0.0024,-0.0036,,-1.02E-07,-0.0024
-2.55E+00,-0.0008,0.0148,,-1.02E-07,-0.0024
-2.54E+00,-0.0016,0.018,,-1.02E-07,-0.0008
-2.53E+00,-0.0024,-0.0044,,-1.01E-07,0.0008
-2.52E+00,-0.0008,-0.0052,,-1.01E-07,-0.0008
-2.51E+00,-0.0016,0.0148,,-1.00E-07,0
-2.50E+00,-0.0016,-0.0036,,-1.00E-07,-0.0008
-2.49E+00,-0.0032,-0.0052,,-9.96E-08,-0.0016
-2.48E+00,-0.0016,0.0156,,-9.92E-08,-0.0032
-2.47E+00,-0.0008,0.0188,,-9.88E-08,-0.004
-2.46E+00,-0.0008,-0.0044,,-9.84E-08,-0.004
-2.45E+00,-0.0032,-0.0044,,-9.80E-08,-0.0048
-2.44E+00,-0.0032,0.014,,-9.76E-08,-0.004
-2.43E+00,0,-0.002,,-9.72E-08,-0.0032
-2.42E+00,-0.0048,-0.0044,,-9.68E-08,-0.0024
-2.41E+00,-0.0016,0.0092,,-9.64E-08,-0.0016
-2.40E+00,-0.0032,0.0172,,-9.60E-08,-0.0008
-2.39E+00,-0.0024,-0.0044,,-9.56E-08,-0.0008
-2.38E+00,-0.0016,-0.0036,,-9.52E-08,-0.0016
-2.37E+00,-0.0016,0.0156,,-9.48E-08,-0.0016
-2.36E+00,-0.0024,-0.0004,,-9.44E-08,-0.0016
-2.35E+00,-0.0032,-0.0044,,-9.40E-08,-0.0024
-2.34E+00,-0.0008,0.0036,,-9.36E-08,-0.0024
-2.33E+00,-0.0016,0.0164,,-9.32E-08,-0.004
-2.32E+00,-0.0032,-0.0028,,-9.28E-08,-0.004
-2.31E+00,-0.0016,-0.0012,,-9.24E-08,-0.0032
-2.30E+00,-0.0008,0.0148,,-9.20E-08,-0.0032
-2.29E+00,-0.0016,0.0012,,-9.16E-08,-0.0024
