Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,4,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.004,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-1.86E+01,-0.0024,0.0108,,-1.86E-06,0.008
-1.86E+01,-0.0016,0.0172,,-1.86E-06,0.008
-1.86E+01,-0.0032,-0.0012,,-1.86E-06,0.0072
-1.86E+01,-0.0024,-0.0012,,-1.86E-06,0.0072
-1.86E+01,-0.0016,0.018,,-1.86E-06,0.0064
-1.86E+01,-0.004,-0.0052,,-1.86E-06,0.0072
-1.86E+01,-0.0032,-0.0036,,-1.86E-06,0.0064
-1.86E+01,-0.0008,0.0188,,-1.86E-06,0.0064
-1.86E+01,-0.0016,-0.0044,,-1.86E-06,0.0064
-1.86E+01,-0.0048,-0.002,,-1.86E-06,0.0064
-1.86E+01,-0.0024,0.0188,,-1.86E-06,0.0064
-1.86E+01,-0.004,-0.0028,,-1.86E-06,0.0064
-1.86E+01,-0.0008,-0.0012,,-1.86E-06,0.0064
-1.86E+01,0.0008,0.0172,,-1.86E-06,0.0072
-1.85E+01,-0.0016,-0.0044,,-1.85E-06,0.0064
-1.85E+01,-0.0016,-0.006,,-1.85E-06,0.0064
-1.85E+01,-0.0008,0.0188,,-1.85E-06,0.0064
-1.85E+01,-0.0024,0.0012,,-1.85E-06,0.0072
-1.85E+01,-0.0024,-0.0052,,-1.85E-06,0.0072
-1.85E+01,-0.004,0.0148,,-1.85E-06,0.0072
-1.85E+01,0,0.0204,,-1.85E-06,0.0072
-1.85E+01,-0.0008,-0.0044,,-1.85E-06,0.0072
-1.85E+01,-0.0008,0.0036,,-1.85E-06,0.0072
-1.85E+01,-0.0008,0.0172,,-1.85E-06,0.0088
-1.85E+01,-0.004,-0.0004,,-1.85E-06,0.0088
-1.85E+01,-0.0024,-0.0036,,-1.85E-06,0.008
-1.85E+01,-0.0008,0.0204,,-1.85E-06,0.008
-1.85E+01,-0.0024,-0.0044,,-1.85E-06,0.0072
-1.85E+01,-0.0024,-0.0004,,-1.85E-06,0.0064
-1.85E+01,-0.0016,0.018,,-1.85E-06,0.0056
-1.85E+01,0,-0.002,,-1.85E-06,0.0056
-1.85E+01,-0.0024,-0.0044,,-1.85E-06,0.0048
-1.85E+01,-0.0008,0.018,,-1.85E-06,0.0048
-1.85E+01,-0.0048,-0.0044,,-1.85E-06,0.0048
-1.85E+01,-0.0024,-0.0028,,-1.85E-06,0.0064
-1.85E+01,-0.0016,0.0204,,-1.85E-06,0.0072
-1.85E+01,-0.0032,-0.0044,,-1.85E-06,0.008
-1.85E+01,-0.0024,-0.0028,,-1.85E-06,0.008
-1.85E+01,-0.0016,0.018,,-1.85E-06,0.0088
-1.84E+01,-0.0016,0.018,,-1.84E-06,0.008
-1.84E+01,-0.004,-0.0044,,-1.84E-06,0.0096
-1.84E+01,-0.0016,0.0076,,-1.84E-06,0.0088
-1.84E+01,-0.0024,0.0164,,-1.84E-06,0.0072
-1.84E+01,-0.0032,-0.0028,,-1.84E-06,0.008
-1.84E+01,-0.004,-0.006,,-1.84E-06,0.0064
-1.84E+01,-0.0024,0.018,,-1.84E-06,0.0048
-1.84E+01,-0.0048,-0.0028,,-1.84E-06,0.0048
-1.84E+01,-0.004,-0.0012,,-1.84E-06,0.004
-1.84E+01,-0.0008,0.0188,,-1.84E-06,0.0056
-1.84E+01,-0.0016,-0.0052,,-1.84E-06,0.0048
-1.84E+01,-0.0032,-0.0052,,-1.84E-06,0.0048
-1.84E+01,-0.0016,0.0172,,-1.84E-06,0.0048
-1.84E+01,-0.0024,-0.0044,,-1.84E-06,0.004
-1.84E+01,-0.0032,-0.0012,,-1.84E-06,0.0032
-1.84E+01,-0.0016,0.0204,,-1.84E-06,0.0024
-1.84E+01,-0.0008,-0.0044,,-1.84E-06,0.0008
-1.84E+01,-0.0024,-0.0028,,-1.84E-06,0.0016
-1.84E+01,-0.004,0.0188,,-1.84E-06,0
-1.84E+01,-0.0024,0.01,,-1.84E-06,0
-1.84E+01,-0.0024,-0.0028,,-1.84E-06,-0.0008
-1.84E+01,-0.0024,0.014,,-1.84E-06,-0.0008
-1.84E+01,-0.0016,0.0188,,-1.84E-06,-0.0024
-1.84E+01,-0.0032,-0.0036,,-1.84E-06,-0.0032
-1.84E+01,-0.004,-0.0004,,-1.84E-06,-0.0016
-1.83E+01,-0.0024,0.0164,,-1.83E-06,-0.0024
-1.83E+01,-0.0032,-0.0044,,-1.83E-06,-0.004
-1.83E+01,-0.0024,-0.0036,,-1.83E-06,-0.0032
-1.83E+01,-0.0008,0.0196,,-1.83E-06,-0.0032
-1.83E+01,-0.0016,-0.0036,,-1.83E-06,-0.0024
-1.83E+01,-0.0032,-0.0004,,-1.83E-06,-0.0024
-1.83E+01,-0.0016,0.0196,,-1.83E-06,-0.0016
-1.83E+01,-0.004,-0.0052,,-1.83E-06,-0.0032
-1.83E+01,-0.0024,-0.0028,,-1.83E-06,-0.0024
-1.83E+01,-0.0008,0.0148,,-1.83E-06,-0.0016
-1.83E+01,-0.0024,-0.0036,,-1.83E-06,-0.0024
-1.83E+01,-0.0024,-0.0028,,-1.83E-06,-0.004
-1.83E+01,-0.0008,0.0188,,-1.83E-06,-0.0032
-1.83E+01,-0.0024,-0.002,,-1.83E-06,-0.0024
-1.83E+01,-0.0024,-0.002,,-1.83E-06,-0.0024
-1.83E+01,-0.0024,0.0172,,-1.83E-06,-0.0024
-1.83E+01,-0.0024,0.0204,,-1.83E-06,-0.0024
-1.83E+01,-0.0008,-0.0028,,-1.83E-06,-0.0024
-1.83E+01,-0.0032,0.0052,,-1.83E-06,-0.0016
-1.83E+01,-0.0024,0.018,,-1.83E-06,-0.0024
-1.83E+01,-0.004,-0.0036,,-1.83E-06,-0.0024
-1.83E+01,-0.0032,-0.006,,-1.83E-06,-0.0024
-1.83E+01,-0.0016,0.0188,,-1.83E-06,-0.0024
-1.83E+01,-0.0016,-0.0036,,-1.83E-06,-0.0016
-1.83E+01,-0.0008,-0.0036,,-1.83E-06,-0.0008
-1.82E+01,-0.0008,0.0204,,-1.82E-06,-0.0008
-1.82E+01,-0.0032,-0.0028,,-1.82E-06,0
-1.82E+01,-0.0024,-0.0044,,-1.82E-06,-0.0008
-1.82E+01,-0.0008,0.0188,,-1.82E-06,-0.0016
-1.82E+01,-0.0032,-0.0052,,-1.82E-06,-0.0008
-1.82E+01,-0.0032,-0.0044,,-1.82E-06,-0.0024
-1.82E+01,-0.0016,0.018,,-1.82E-06,-0.0032
-1.82E+01,0,-0.0044,,-1.82E-06,-0.0024
-1.82E+01,-0.004,-0.0028,,-1.82E-06,-0.0024
-1.82E+01,-0.0016,0.018,,-1.82E-06,-0.0024
-1.82E+01,-0.0008,0.0172,,-1.82E-06,-0.0016
-1.82E+01,-0.004,-0.0028,,-1.82E-06,-0.0032
-1.82E+01,-0.0008,0.0108,,-1.82E-06,-0.004
-1.82E+01,-0.0024,0.0188,,-1.82E-06,-0.004
-1.82E+01,-0.0024,-0.002,,-1.82E-06,-0.004
-1.82E+01,-0.004,-0.0036,,-1.82E-06,-0.0032
-1.82E+01,-0.0008,0.0164,,-1.82E-06,-0.0032
-1.82E+01,-0.004,-0.0044,,-1.82E-06,-0.0016
-1.82E+01,-0.0032,-0.002,,-1.82E-06,-0.0008
-1.82E+01,-0.0024,0.0188,,-1.82E-06,0
-1.82E+01,-0.0016,-0.0036,,-1.82E-06,0
-1.82E+01,-0.0024,-0.002,,-1.82E-06,-0.0008
-1.82E+01,-0.0024,0.0188,,-1.82E-06,-0.0008
-1.82E+01,-0.0024,-0.002,,-1.82E-06,-0.0008
-1.82E+01,-0.0024,-0.0028,,-1.82E-06,-0.0008
-1.81E+01,-0.0008,0.0188,,-1.81E-06,-0.0016
-1.81E+01,-0.0016,-0.0052,,-1.81E-06,-0.0024
-1.81E+01,-0.0016,-0.006,,-1.81E-06,-0.0032
-1.81E+01,-0.0008,0.0212,,-1.81E-06,-0.0024
-1.81E+01,-0.0008,0.006,,-1.81E-06,-0.0024
-1.81E+01,-0.0008,-0.0044,,-1.81E-06,-0.0024
-1.81E+01,-0.0048,0.0148,,-1.81E-06,-0.0032
-1.81E+01,-0.0008,0.018,,-1.81E-06,-0.0024
-1.81E+01,-0.0032,-0.0012,,-1.81E-06,-0.0016
-1.81E+01,-0.0048,0.0004,,-1.81E-06,-0.0016
-1.81E+01,-0.0016,0.0164,,-1.81E-06,-0.0024
-1.81E+01,-0.0024,-0.002,,-1.81E-06,-0.0032
-1.81E+01,-0.004,-0.0036,,-1.81E-06,-0.0032
-1.81E+01,-0.0024,0.0172,,-1.81E-06,-0.004
-1.81E+01,-0.004,-0.0052,,-1.81E-06,-0.004
-1.81E+01,-0.004,-0.0004,,-1.81E-06,-0.004
-1.81E+01,-0.0024,0.0172,,-1.81E-06,-0.004
-1.81E+01,-0.0016,-0.0028,,-1.81E-06,-0.004
-1.81E+01,-0.0016,-0.0044,,-1.81E-06,-0.0024
-1.81E+01,-0.0008,0.0172,,-1.81E-06,-0.0024
-1.81E+01,-0.0032,-0.0044,,-1.81E-06,-0.0024
-1.81E+01,-0.0048,-0.006,,-1.81E-06,-0.0024
-1.81E+01,-0.0024,0.0204,,-1.81E-06,-0.0024
-1.81E+01,-0.0024,-0.0044,,-1.81E-06,-0.0016
-1.81E+01,-0.0024,-0.002,,-1.81E-06,-0.0016
-1.80E+01,-0.0024,0.0148,,-1.80E-06,-0.0016
-1.80E+01,-0.0024,0.018,,-1.80E-06,-0.0016
-1.80E+01,-0.0024,-0.0028,,-1.80E-06,-0.0016
-1.80E+01,-0.004,0.0084,,-1.80E-06,-0.0024
-1.80E+01,-0.0024,0.0188,,-1.80E-06,-0.0008
-1.80E+01,-0.0032,-0.0052,,-1.80E-06,-0.0008
-1.80E+01,-0.004,-0.0044,,-1.80E-06,0
-1.80E+01,-0.0024,0.018,,-1.80E-06,-0.0008
-1.80E+01,-0.0016,-0.0036,,-1.80E-06,-0.0016
-1.80E+01,-0.0024,-0.0052,,-1.80E-06,-0.0024
-1.80E+01,-0.0016,0.0172,,-1.80E-06,-0.004
-1.80E+01,-0.0024,-0.0044,,-1.80E-06,-0.004
-1.80E+01,-0.0024,-0.0028,,-1.80E-06,-0.0048
-1.80E+01,-0.0016,0.0172,,-1.80E-06,-0.004
-1.80E+01,-0.0024,-0.0028,,-1.80E-06,-0.004
-1.80E+01,-0.004,-0.002,,-1.80E-06,-0.0048
-1.80E+01,-0.0008,0.0172,,-1.80E-06,-0.0024
-1.80E+01,-0.0008,-0.0052,,-1.80E-06,-0.0032
-1.80E+01,-0.0024,-0.0036,,-1.80E-06,-0.004
-1.80E+01,-0.0024,0.0172,,-1.80E-06,-0.004
-1.80E+01,-0.0024,0.0132,,-1.80E-06,-0.0048
-1.80E+01,-0.0024,-0.0052,,-1.80E-06,-0.0024
-1.80E+01,-0.0032,0.0124,,-1.80E-06,-0.004
-1.80E+01,-0.0024,0.0204,,-1.80E-06,-0.0024
-1.80E+01,-0.004,-0.0028,,-1.80E-06,-0.0024
-1.79E+01,-0.0024,0.0004,,-1.79E-06,-0.0016
-1.79E+01,-0.0008,0.018,,-1.79E-06,-0.0008
-1.79E+01,-0.0032,-0.0036,,-1.79E-06,-0.0016
-1.79E+01,-0.0032,-0.0036,,-1.79E-06,-0.0024
-1.79E+01,-0.0024,0.0188,,-1.79E-06,-0.0016
-1.79E+01,-0.0048,-0.0044,,-1.79E-06,-0.0024
-1.79E+01,-0.0032,-0.0028,,-1.79E-06,-0.0016
-1.79E+01,-0.0008,0.0188,,-1.79E-06,-0.0016
-1.79E+01,-0.0032,-0.002,,-1.79E-06,-0.0024
-1.79E+01,-0.0032,-0.002,,-1.79E-06,-0.0016
-1.79E+01,-0.0008,0.018,,-1.79E-06,-0.0016
-1.79E+01,-0.004,-0.0044,,-1.79E-06,-0.0008
-1.79E+01,-0.0024,-0.002,,-1.79E-06,-0.0008
-1.79E+01,-0.0016,0.0212,,-1.79E-06,-0.0008
-1.79E+01,-0.0016,-0.0004,,-1.79E-06,-0.0016
-1.79E+01,-0.0024,-0.0036,,-1.79E-06,-0.0024
-1.79E+01,-0.0016,0.0172,,-1.79E-06,-0.0024
-1.79E+01,-0.0024,0.0196,,-1.79E-06,-0.0024
-1.79E+01,-0.004,-0.0036,,-1.79E-06,-0.0024
-1.79E+01,-0.0024,0.0044,,-1.79E-06,-0.0016
-1.79E+01,-0.0024,0.0188,,-1.79E-06,-0.0032
-1.79E+01,-0.0048,-0.0036,,-1.79E-06,-0.0024
-1.79E+01,-0.0024,-0.0052,,-1.79E-06,-0.0032
-1.79E+01,-0.0024,0.0172,,-1.79E-06,-0.0032
-1.79E+01,-0.0024,-0.0036,,-1.79E-06,-0.0032
-1.78E+01,-0.0008,-0.0028,,-1.78E-06,-0.004
-1.78E+01,-0.0008,0.018,,-1.78E-06,-0.0024
-1.78E+01,-0.0056,-0.0028,,-1.78E-06,-0.0016
-1.78E+01,-0.0032,-0.0044,,-1.78E-06,-0.0016
-1.78E+01,-0.0016,0.0188,,-1.78E-06,-0.0024
-1.78E+01,-0.004,-0.0036,,-1.78E-06,-0.0016
-1.78E+01,-0.0032,-0.0012,,-1.78E-06,-0.0024
-1.78E+01,-0.0032,0.0196,,-1.78E-06,-0.0032
-1.78E+01,-0.0008,-0.0012,,-1.78E-06,-0.004
-1.78E+01,-0.0024,-0.0028,,-1.78E-06,-0.004
-1.78E+01,-0.0016,0.0172,,-1.78E-06,-0.004
-1.78E+01,-0.0008,0.0156,,-1.78E-06,-0.0032
-1.78E+01,-0.0048,-0.0004,,-1.78E-06,-0.0016
-1.78E+01,-0.0048,0.0092,,-1.78E-06,-0.0008
-1.78E+01,0,0.0188,,-1.78E-06,0
-1.78E+01,-0.0048,-0.0044,,-1.78E-06,0.0008
-1.78E+01,-0.0024,-0.0036,,-1.78E-06,0.0016
-1.78E+01,0,0.0188,,-1.78E-06,0.0032
-1.78E+01,-0.0024,-0.002,,-1.78E-06,0.0056
-1.78E+01,-0.004,-0.002,,-1.78E-06,0.0056
-1.78E+01,-0.0016,0.0172,,-1.78E-06,0.0064
-1.78E+01,-0.0048,-0.0036,,-1.78E-06,0.0064
-1.78E+01,-0.004,-0.0036,,-1.78E-06,0.008
-1.78E+01,-0.0016,0.0188,,-1.78E-06,0.0072
-1.78E+01,-0.0032,-0.006,,-1.78E-06,0.0064
-1.77E+01,-0.0016,-0.0004,,-1.77E-06,0.008
-1.77E+01,-0.0008,0.0188,,-1.77E-06,0.0072
-1.77E+01,-0.0016,-0.0036,,-1.77E-06,0.0072
-1.77E+01,-0.0024,-0.0036,,-1.77E-06,0.0072
-1.77E+01,-0.0032,0.0188,,-1.77E-06,0.008
-1.77E+01,-0.0008,0.002,,-1.77E-06,0.008
-1.77E+01,-0.004,-0.0036,,-1.77E-06,0.0088
-1.77E+01,-0.0032,0.0156,,-1.77E-06,0.008
-1.77E+01,-0.0008,0.0188,,-1.77E-06,0.008
-1.77E+01,-0.0048,-0.0036,,-1.77E-06,0.008
-1.77E+01,-0.0032,0.0028,,-1.77E-06,0.0072
-1.77E+01,-0.0016,0.0172,,-1.77E-06,0.0064
-1.77E+01,-0.0024,-0.0044,,-1.77E-06,0.0056
-1.77E+01,-0.0032,-0.0028,,-1.77E-06,0.0064
-1.77E+01,-0.0024,0.0188,,-1.77E-06,0.0072
-1.77E+01,-0.0032,-0.0044,,-1.77E-06,0.0064
-1.77E+01,-0.0008,-0.0012,,-1.77E-06,0.0056
-1.77E+01,-0.0024,0.0164,,-1.77E-06,0.0056
-1.77E+01,-0.004,-0.0036,,-1.77E-06,0.0056
-1.77E+01,-0.0024,-0.002,,-1.77E-06,0.0064
-1.77E+01,-0.0008,0.0188,,-1.77E-06,0.0056
-1.77E+01,-0.0032,-0.0028,,-1.77E-06,0.0056
-1.77E+01,-0.0048,-0.0036,,-1.77E-06,0.0056
-1.77E+01,-0.0008,0.0188,,-1.77E-06,0.0056
-1.77E+01,-0.0008,-0.006,,-1.77E-06,0.0064
-1.76E+01,-0.0024,-0.0052,,-1.76E-06,0.008
-1.76E+01,-0.0024,0.018,,-1.76E-06,0.0088
-1.76E+01,-0.0008,0.0172,,-1.76E-06,0.0096
-1.76E+01,-0.0048,-0.0044,,-1.76E-06,0.0096
-1.76E+01,-0.0032,0.01,,-1.76E-06,0.0088
-1.76E+01,-0.0016,0.0188,,-1.76E-06,0.0072
-1.76E+01,-0.0056,-0.0052,,-1.76E-06,0.0064
-1.76E+01,-0.0048,-0.0036,,-1.76E-06,0.0064
-1.76E+01,-0.0024,0.0204,,-1.76E-06,0.0064
-1.76E+01,-0.004,-0.006,,-1.76E-06,0.0064
-1.76E+01,-0.0024,-0.0036,,-1.76E-06,0.0064
-1.76E+01,-0.0016,0.018,,-1.76E-06,0.0064
-1.76E+01,-0.0048,-0.002,,-1.76E-06,0.0072
-1.76E+01,-0.0024,-0.0036,,-1.76E-06,0.0088
-1.76E+01,-0.0016,0.0188,,-1.76E-06,0.0096
-1.76E+01,-0.0032,-0.0044,,-1.76E-06,0.0096
-1.76E+01,-0.0056,-0.0028,,-1.76E-06,0.008
-1.76E+01,-0.0024,0.0188,,-1.76E-06,0.0064
-1.76E+01,-0.0008,-0.0044,,-1.76E-06,0.0056
-1.76E+01,-0.0024,-0.0044,,-1.76E-06,0.0048
-1.76E+01,-0.0024,0.0204,,-1.76E-06,0.0048
-1.76E+01,-0.0024,0.0084,,-1.76E-06,0.0048
-1.76E+01,-0.0032,-0.0036,,-1.76E-06,0.0048
-1.76E+01,-0.0024,0.0148,,-1.76E-06,0.0064
-1.76E+01,-0.0016,0.0212,,-1.76E-06,0.0072
-1.75E+01,-0.004,-0.0036,,-1.75E-06,0.008
-1.75E+01,-0.0048,0.0028,,-1.75E-06,0.008
-1.75E+01,-0.0016,0.0148,,-1.75E-06,0.0072
-1.75E+01,-0.0024,-0.0036,,-1.75E-06,0.008
-1.75E+01,-0.004,-0.0028,,-1.75E-06,0.0072
-1.75E+01,-0.0024,0.0188,,-1.75E-06,0.0072
-1.75E+01,-0.0024,-0.0012,,-1.75E-06,0.008
-1.75E+01,-0.0032,-0.0012,,-1.75E-06,0.008
-1.75E+01,-0.0016,0.0188,,-1.75E-06,0.0088
-1.75E+01,-0.004,-0.0028,,-1.75E-06,0.0088
-1.75E+01,-0.004,-0.0044,,-1.75E-06,0.0096
-1.75E+01,-0.0024,0.018,,-1.75E-06,0.0096
-1.75E+01,-0.0024,-0.006,,-1.75E-06,0.0088
-1.75E+01,-0.004,-0.0004,,-1.75E-06,0.008
-1.75E+01,-0.0024,0.0204,,-1.75E-06,0.0064
-1.75E+01,-0.0008,-0.0044,,-1.75E-06,0.0064
-1.75E+01,-0.0024,-0.0044,,-1.75E-06,0.0064
-1.75E+01,-0.0016,0.0188,,-1.75E-06,0.0064
-1.75E+01,-0.0024,0.0188,,-1.75E-06,0.0056
-1.75E+01,-0.0016,-0.0036,,-1.75E-06,0.0056
-1.75E+01,-0.004,0.006,,-1.75E-06,0.0064
-1.75E+01,-0.0016,0.0172,,-1.75E-06,0.008
-1.75E+01,-0.0024,-0.0036,,-1.75E-06,0.008
-1.75E+01,-0.0032,-0.0044,,-1.75E-06,0.0088
-1.75E+01,-0.0016,0.0196,,-1.75E-06,0.0088
-1.74E+01,-0.0032,-0.0052,,-1.74E-06,0.0088
-1.74E+01,-0.0008,-0.002,,-1.74E-06,0.008
-1.74E+01,-0.0024,0.0188,,-1.74E-06,0.0088
-1.74E+01,-0.0048,-0.0036,,-1.74E-06,0.0072
-1.74E+01,-0.004,-0.0012,,-1.74E-06,0.0048
-1.74E+01,-0.0008,0.0164,,-1.74E-06,0.0048
-1.74E+01,-0.0024,-0.0036,,-1.74E-06,0.0056
-1.74E+01,-0.0032,-0.0028,,-1.74E-06,0.0056
-1.74E+01,-0.0008,0.0196,,-1.74E-06,0.0056
-1.74E+01,-0.0008,-0.0044,,-1.74E-06,0.0048
-1.74E+01,-0.0032,-0.0036,,-1.74E-06,0.0056
-1.74E+01,-0.0024,0.0188,,-1.74E-06,0.0048
-1.74E+01,-0.0024,0.014,,-1.74E-06,0.0032
-1.74E+01,-0.0048,-0.0052,,-1.74E-06,0.0024
-1.74E+01,-0.0024,0.01,,-1.74E-06,0.0016
-1.74E+01,-0.0024,0.0204,,-1.74E-06,0.0008
-1.74E+01,-0.004,-0.0036,,-1.74E-06,0
-1.74E+01,-0.0024,-0.0004,,-1.74E-06,0.0008
-1.74E+01,-0.0024,0.0188,,-1.74E-06,0.0016
-1.74E+01,-0.0032,-0.002,,-1.74E-06,0.0016
-1.74E+01,-0.004,-0.0028,,-1.74E-06,0.0008
-1.74E+01,-0.0024,0.0188,,-1.74E-06,0.0008
-1.74E+01,-0.004,-0.0004,,-1.74E-06,0
-1.74E+01,-0.0024,-0.0004,,-1.74E-06,-0.0024
-1.74E+01,-0.0024,0.0172,,-1.74E-06,-0.004
-1.73E+01,-0.0032,-0.0036,,-1.73E-06,-0.0048
-1.73E+01,-0.0032,-0.0052,,-1.73E-06,-0.004
-1.73E+01,-0.0016,0.0188,,-1.73E-06,-0.004
-1.73E+01,-0.0024,-0.0036,,-1.73E-06,-0.0032
-1.73E+01,-0.0024,-0.0044,,-1.73E-06,-0.0024
-1.73E+01,-0.0024,0.0188,,-1.73E-06,-0.0016
-1.73E+01,-0.0016,0.0028,,-1.73E-06,-0.0024
-1.73E+01,-0.0048,-0.002,,-1.73E-06,-0.0024
-1.73E+01,-0.0008,0.0172,,-1.73E-06,-0.0024
-1.73E+01,-0.0032,0.0204,,-1.73E-06,-0.0024
-1.73E+01,-0.0032,-0.0036,,-1.73E-06,-0.0024
-1.73E+01,-0.0032,0.0036,,-1.73E-06,-0.0024
-1.73E+01,-0.0024,0.018,,-1.73E-06,-0.0024
-1.73E+01,-0.0024,-0.0044,,-1.73E-06,-0.0024
-1.73E+01,-0.0048,-0.0028,,-1.73E-06,-0.0024
-1.73E+01,-0.0024,0.018,,-1.73E-06,-0.0016
-1.73E+01,-0.0024,-0.0036,,-1.73E-06,-0.0016
-1.73E+01,-0.0016,-0.0044,,-1.73E-06,-0.0008
-1.73E+01,-0.0016,0.0188,,-1.73E-06,-0.0016
-1.73E+01,-0.0024,-0.0036,,-1.73E-06,-0.0016
-1.73E+01,-0.0048,-0.0036,,-1.73E-06,-0.0016
-1.73E+01,-0.0024,0.0188,,-1.73E-06,-0.0016
-1.73E+01,-0.004,-0.0044,,-1.73E-06,-0.0024
-1.73E+01,-0.0016,-0.002,,-1.73E-06,-0.0024
-1.73E+01,-0.0024,0.0188,,-1.73E-06,-0.0024
-1.72E+01,-0.0008,-0.0028,,-1.72E-06,-0.0024
-1.72E+01,-0.0024,-0.002,,-1.72E-06,-0.0024
-1.72E+01,-0.0048,0.0172,,-1.72E-06,-0.0016
-1.72E+01,-0.0008,0.0188,,-1.72E-06,-0.0008
-1.72E+01,-0.004,-0.002,,-1.72E-06,-0.0008
-1.72E+01,-0.0024,0.0084,,-1.72E-06,-0.0008
-1.72E+01,-0.0032,0.0188,,-1.72E-06,0
-1.72E+01,-0.004,-0.0028,,-1.72E-06,-0.0008
-1.72E+01,-0.0032,-0.0036,,-1.72E-06,-0.0024
-1.72E+01,-0.0008,0.0164,,-1.72E-06,-0.0024
-1.72E+01,-0.0032,-0.0012,,-1.72E-06,-0.0032
-1.72E+01,-0.004,-0.002,,-1.72E-06,-0.004
-1.72E+01,-0.0016,0.0148,,-1.72E-06,-0.0024
-1.72E+01,-0.0032,-0.0012,,-1.72E-06,-0.0016
-1.72E+01,-0.0024,-0.0028,,-1.72E-06,-0.0008
-1.72E+01,-0.0024,0.0172,,-1.72E-06,-0.0008
-1.72E+01,-0.004,-0.0044,,-1.72E-06,-0.0008
-1.72E+01,-0.0016,-0.0044,,-1.72E-06,-0.0016
-1.72E+01,-0.0016,0.0172,,-1.72E-06,-0.0016
-1.72E+01,-0.0008,-0.002,,-1.72E-06,-0.0024
-1.72E+01,-0.0048,-0.0052,,-1.72E-06,-0.0024
-1.72E+01,-0.0024,0.018,,-1.72E-06,-0.0032
-1.72E+01,-0.0024,0.014,,-1.72E-06,-0.0032
-1.72E+01,-0.004,-0.0036,,-1.72E-06,-0.0024
-1.72E+01,-0.0024,0.0164,,-1.72E-06,-0.0024
-1.71E+01,-0.0008,0.0188,,-1.71E-06,-0.0024
-1.71E+01,-0.0024,-0.002,,-1.71E-06,-0.0024
-1.71E+01,-0.0032,-0.0028,,-1.71E-06,-0.0032
-1.71E+01,-0.0024,0.0172,,-1.71E-06,-0.0048
-1.71E+01,-0.0024,-0.0044,,-1.71E-06,-0.004
-1.71E+01,-0.0008,-0.0012,,-1.71E-06,-0.0032
-1.71E+01,-0.0008,0.018,,-1.71E-06,-0.004
-1.71E+01,-0.0024,-0.0028,,-1.71E-06,-0.0032
-1.71E+01,-0.0024,-0.0036,,-1.71E-06,-0.0024
-1.71E+01,-0.0008,0.0204,,-1.71E-06,-0.0024
-1.71E+01,-0.0016,-0.0044,,-1.71E-06,-0.0024
-1.71E+01,-0.0024,-0.0036,,-1.71E-06,-0.0016
-1.71E+01,-0.0016,0.0196,,-1.71E-06,-0.0024
-1.71E+01,-0.004,-0.0044,,-1.71E-06,-0.0032
-1.71E+01,-0.0032,-0.0036,,-1.71E-06,-0.0024
-1.71E+01,-0.0016,0.0196,,-1.71E-06,-0.0024
-1.71E+01,-0.0008,0.002,,-1.71E-06,-0.004
-1.71E+01,-0.0024,-0.0028,,-1.71E-06,-0.0024
-1.71E+01,-0.004,0.0188,,-1.71E-06,-0.0032
-1.71E+01,-0.0024,0.0212,,-1.71E-06,-0.0032
-1.71E+01,-0.0024,-0.0004,,-1.71E-06,-0.004
-1.71E+01,-0.0056,0.0044,,-1.71E-06,-0.0024
-1.71E+01,-0.0024,0.0164,,-1.71E-06,-0.0024
-1.71E+01,-0.0056,-0.0028,,-1.71E-06,-0.0016
-1.71E+01,-0.0016,-0.0036,,-1.71E-06,-0.0016
-1.70E+01,-0.0024,0.0196,,-1.70E-06,-0.0024
-1.70E+01,-0.0032,-0.002,,-1.70E-06,-0.0016
-1.70E+01,-0.0032,-0.0044,,-1.70E-06,-0.0024
-1.70E+01,-0.0016,0.0196,,-1.70E-06,-0.0024
-1.70E+01,-0.0008,-0.0044,,-1.70E-06,-0.0032
-1.70E+01,-0.004,-0.0044,,-1.70E-06,-0.0032
-1.70E+01,-0.0024,0.0188,,-1.70E-06,-0.0032
-1.70E+01,-0.0032,-0.0036,,-1.70E-06,-0.0016
-1.70E+01,-0.0024,-0.0052,,-1.70E-06,-0.0008
-1.70E+01,-0.0008,0.0188,,-1.70E-06,-0.0008
-1.70E+01,-0.0024,-0.0044,,-1.70E-06,0.0008
-1.70E+01,-0.0048,-0.002,,-1.70E-06,0
-1.70E+01,-0.0008,0.0172,,-1.70E-06,0
-1.70E+01,-0.0016,0.0204,,-1.70E-06,-0.0008
-1.70E+01,-0.0024,-0.0044,,-1.70E-06,-0.0032
-1.70E+01,-0.0032,0.006,,-1.70E-06,-0.004
