Model,MSO4032,,,,
Firmware Version,2.68,,,,
,,,,,
Waveform Type,ANALOG,,,Waveform Type,ANALOG
Point Format,Y,,,Point Format,Y
Horizontal Units,s,,,Horizontal Units,s
Horizontal Scale,4,,,Horizontal Scale,4.00E-08
Horizontal Delay,0,,,Horizontal Delay,0
Sample Interval,0.004,,,Sample Interval,4.00E-10
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,,,Gating,0.0% to 100.0%
Probe Attenuation,1,,,Probe Attenuation,1
Vertical Units,V,,,Vertical Units,V
Vertical Offset,0,,,Vertical Offset,0
Vertical Scale,0.02,,,Vertical Scale,0.02
Vertical Position,0,,,Vertical Position,0
,,,,,
,,,,,
,,,,,
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
1.70E+00,-0.0008,-0.0044,,1.70E-07,-0.0008
1.71E+00,-0.0024,-0.006,,1.71E-07,-0.0016
1.71E+00,0.0168,-0.0028,,1.71E-07,-0.0008
1.72E+00,-0.0024,-0.002,,1.72E-07,-0.0008
1.72E+00,-0.0032,-0.0076,,1.72E-07,-0.0024
1.72E+00,0.0144,-0.0004,,1.72E-07,-0.004
1.73E+00,0.0128,-0.006,,1.73E-07,-0.004
1.73E+00,-0.0024,-0.006,,1.73E-07,-0.004
1.74E+00,0.0088,-0.0036,,1.74E-07,-0.0048
1.74E+00,0.0168,-0.0028,,1.74E-07,-0.0048
1.74E+00,-0.0008,-0.006,,1.74E-07,-0.0032
1.75E+00,0,-0.0012,,1.75E-07,-0.0032
1.75E+00,0.0128,0.0012,,1.75E-07,-0.0024
1.76E+00,-0.0032,-0.0052,,1.76E-07,-0.0016
1.76E+00,-0.0024,-0.0028,,1.76E-07,-0.0016
1.76E+00,0.0144,-0.002,,1.76E-07,-0.0016
1.77E+00,-0.0016,-0.0028,,1.77E-07,-0.0024
1.77E+00,-0.0016,-0.0052,,1.77E-07,-0.0024
1.78E+00,0.0144,0.002,,1.78E-07,-0.0024
1.78E+00,-0.0032,-0.006,,1.78E-07,-0.0008
1.78E+00,-0.0024,-0.0044,,1.78E-07,-0.0008
1.79E+00,0.0112,-0.0012,,1.79E-07,-0.0008
1.79E+00,-0.0016,-0.0036,,1.79E-07,-0.0008
1.80E+00,-0.0008,-0.0028,,1.80E-07,-0.0016
1.80E+00,0.012,0.0004,,1.80E-07,-0.0024
1.80E+00,0.0048,-0.0036,,1.80E-07,-0.0024
1.81E+00,-0.0008,-0.0036,,1.81E-07,-0.0032
1.81E+00,0.008,0.0004,,1.81E-07,-0.004
1.82E+00,0.0128,-0.0044,,1.82E-07,-0.0032
1.82E+00,-0.0008,-0.0044,,1.82E-07,-0.0024
1.82E+00,0.0016,0.0012,,1.82E-07,-0.0024
1.83E+00,0.0104,0.002,,1.83E-07,-0.0016
1.83E+00,-0.0008,-0.0044,,1.83E-07,-0.0016
1.84E+00,-0.0024,-0.002,,1.84E-07,-0.0016
1.84E+00,0.0128,0.0004,,1.84E-07,-0.0016
1.84E+00,-0.0024,-0.0044,,1.84E-07,-0.0016
1.85E+00,0,-0.0044,,1.85E-07,-0.0008
1.85E+00,0.0104,0.002,,1.85E-07,0
1.86E+00,-0.0016,-0.0044,,1.86E-07,-0.0016
1.86E+00,-0.0024,-0.0036,,1.86E-07,-0.0008
1.86E+00,0.0104,0.0004,,1.86E-07,-0.0016
1.87E+00,-0.0024,-0.0036,,1.87E-07,-0.0016
1.87E+00,-0.0016,-0.0036,,1.87E-07,-0.0016
1.88E+00,0.0112,0.002,,1.88E-07,-0.0016
1.88E+00,-0.0016,-0.0052,,1.88E-07,-0.004
1.88E+00,-0.0016,-0.0028,,1.88E-07,-0.0032
1.89E+00,0.0112,0.0028,,1.89E-07,-0.004
1.89E+00,0.0104,-0.0052,,1.89E-07,-0.0048
1.90E+00,-0.0032,-0.0036,,1.90E-07,-0.0032
1.90E+00,0.004,0.0052,,1.90E-07,-0.0032
1.90E+00,0.0072,0.0028,,1.90E-07,-0.0024
1.91E+00,-0.0032,-0.0044,,1.91E-07,-0.0032
1.91E+00,-0.0016,0.0036,,1.91E-07,-0.0024
1.92E+00,0.0088,0.0052,,1.92E-07,-0.0024
1.92E+00,0,-0.0044,,1.92E-07,-0.0008
1.92E+00,-0.0016,-0.0052,,1.92E-07,-0.0016
1.93E+00,0.008,0.0076,,1.93E-07,-0.0024
1.93E+00,-0.0016,-0.0044,,1.93E-07,-0.0016
1.94E+00,-0.0048,-0.0044,,1.94E-07,-0.0016
1.94E+00,0.0088,0.0036,,1.94E-07,-0.0016
1.94E+00,-0.0024,-0.0044,,1.94E-07,-0.0024
1.95E+00,-0.0016,-0.0044,,1.95E-07,-0.0016
1.95E+00,0.0048,0.006,,1.95E-07,-0.0024
1.96E+00,-0.0024,-0.0028,,1.96E-07,-0.0024
1.96E+00,-0.0032,-0.0044,,1.96E-07,-0.0016
1.96E+00,0.0072,0.0068,,1.96E-07,-0.0024
1.97E+00,0.0056,-0.0044,,1.97E-07,-0.0024
1.97E+00,-0.0024,-0.006,,1.97E-07,-0.0032
1.98E+00,0.0048,0.0052,,1.98E-07,-0.0032
1.98E+00,0.0064,0.0028,,1.98E-07,-0.0032
1.98E+00,-0.0024,-0.0052,,1.98E-07,-0.0032
1.99E+00,-0.0016,0.0036,,1.99E-07,-0.004
1.99E+00,0.0088,0.006,,1.99E-07,-0.004
2.00E+00,0,-0.006,,2.00E-07,-0.004
2.00E+00,-0.0008,-0.0012,,2.00E-07,-0.004
2.00E+00,0.0088,0.006,,2.00E-07,-0.0032
2.01E+00,-0.0008,-0.006,,2.01E-07,-0.0024
2.01E+00,-0.0024,-0.0036,,2.01E-07,-0.0024
2.02E+00,0.0064,0.006,,2.02E-07,-0.0016
2.02E+00,-0.0016,-0.0052,,2.02E-07,-0.0016
2.02E+00,-0.0024,-0.0052,,2.02E-07,-0.0024
2.03E+00,0.0064,0.006,,2.03E-07,-0.0024
2.03E+00,-0.0024,-0.0068,,2.03E-07,-0.0024
2.04E+00,-0.0008,-0.0036,,2.04E-07,-0.0016
2.04E+00,0.0096,0.006,,2.04E-07,-0.0016
2.04E+00,-0.0016,-0.0028,,2.04E-07,-0.0024
2.05E+00,-0.0016,-0.0036,,2.05E-07,-0.0016
2.05E+00,0.008,0.006,,2.05E-07,-0.0024
2.06E+00,0.0112,-0.006,,2.06E-07,-0.0032
2.06E+00,-0.0024,-0.002,,2.06E-07,-0.0032
2.06E+00,0.0008,0.0052,,2.06E-07,-0.004
2.07E+00,0.0072,0.0068,,2.07E-07,-0.0032
2.07E+00,-0.004,-0.0044,,2.07E-07,-0.0024
2.08E+00,-0.0032,-0.0012,,2.08E-07,-0.0016
2.08E+00,0.0072,0.0044,,2.08E-07,-0.0024
2.08E+00,-0.004,-0.0036,,2.08E-07,-0.0024
2.09E+00,-0.0016,-0.006,,2.09E-07,-0.0008
2.09E+00,0.008,0.0052,,2.09E-07,-0.0008
2.10E+00,-0.0016,-0.006,,2.10E-07,-0.0016
2.10E+00,-0.004,-0.0036,,2.10E-07,-0.0024
2.10E+00,0.0064,0.0052,,2.10E-07,-0.0016
2.11E+00,-0.0016,-0.002,,2.11E-07,-0.0024
2.11E+00,-0.0048,-0.002,,2.11E-07,-0.0032
2.12E+00,0.0096,0.0044,,2.12E-07,-0.0024
2.12E+00,-0.0016,-0.0036,,2.12E-07,-0.0024
2.12E+00,-0.0016,-0.0028,,2.12E-07,-0.0024
2.13E+00,0.0072,0.0036,,2.13E-07,-0.0024
2.13E+00,0.0072,-0.0052,,2.13E-07,-0.0016
2.14E+00,-0.0024,-0.0044,,2.14E-07,-0.0024
2.14E+00,0.004,0.0044,,2.14E-07,-0.0032
2.14E+00,0.0088,0.0036,,2.14E-07,-0.0032
2.15E+00,-0.0024,-0.0044,,2.15E-07,-0.0032
2.15E+00,-0.0008,0.0044,,2.15E-07,-0.004
2.16E+00,0.0088,0.0044,,2.16E-07,-0.004
2.16E+00,-0.0024,-0.0052,,2.16E-07,-0.0024
2.16E+00,-0.0016,-0.0036,,2.16E-07,-0.0024
2.17E+00,0.008,0.0036,,2.17E-07,-0.0008
2.17E+00,-0.0032,-0.0044,,2.17E-07,-0.0016
2.18E+00,-0.0024,-0.0052,,2.18E-07,-0.0008
2.18E+00,0.0088,0.0052,,2.18E-07,-0.0008
2.18E+00,0,-0.0044,,2.18E-07,-0.0008
2.19E+00,-0.004,-0.0036,,2.19E-07,-0.0016
2.19E+00,0.008,0.006,,2.19E-07,-0.0016
2.20E+00,-0.0056,-0.006,,2.20E-07,-0.0024
2.20E+00,-0.0024,-0.0044,,2.20E-07,-0.0024
2.20E+00,0.0104,0.0068,,2.20E-07,-0.0024
2.21E+00,0.0024,-0.006,,2.21E-07,-0.0008
2.21E+00,-0.0024,-0.0052,,2.21E-07,0.0008
2.22E+00,0.008,0.006,,2.22E-07,0.0016
2.22E+00,0.0072,-0.0036,,2.22E-07,0.0032
2.22E+00,-0.004,-0.0044,,2.22E-07,0.0048
2.23E+00,0.0016,0.0052,,2.23E-07,0.0056
2.23E+00,0.0096,0.0044,,2.23E-07,0.0072
2.24E+00,-0.0024,-0.0036,,2.24E-07,0.0072
2.24E+00,-0.0032,-0.0004,,2.24E-07,0.0072
2.24E+00,0.0088,0.0036,,2.24E-07,0.0072
2.25E+00,-0.0016,-0.0044,,2.25E-07,0.0064
2.25E+00,-0.0024,-0.0052,,2.25E-07,0.0064
2.26E+00,0.008,0.0068,,2.26E-07,0.0072
2.26E+00,-0.0048,-0.0028,,2.26E-07,0.0072
2.26E+00,-0.004,-0.0044,,2.26E-07,0.0056
2.27E+00,0.0072,0.0044,,2.27E-07,0.0064
2.27E+00,-0.0024,-0.0052,,2.27E-07,0.0064
2.28E+00,-0.004,-0.002,,2.28E-07,0.0064
2.28E+00,0.0072,0.006,,2.28E-07,0.0064
2.28E+00,-0.0024,-0.0036,,2.28E-07,0.0072
2.29E+00,-0.0008,-0.0036,,2.29E-07,0.008
2.29E+00,0.0056,0.0084,,2.29E-07,0.008
2.30E+00,0.0056,-0.0028,,2.30E-07,0.0088
2.30E+00,-0.0024,-0.0044,,2.30E-07,0.008
2.30E+00,0.0016,0.0068,,2.30E-07,0.008
2.31E+00,0.0056,0.0076,,2.31E-07,0.0072
2.31E+00,-0.0016,-0.0028,,2.31E-07,0.0064
2.32E+00,-0.0008,0.0044,,2.32E-07,0.008
2.32E+00,0.004,0.0116,,2.32E-07,0.0064
2.32E+00,-0.0008,-0.0036,,2.32E-07,0.0064
2.33E+00,-0.0024,-0.0044,,2.33E-07,0.0072
2.33E+00,0.0032,0.0092,,2.33E-07,0.0072
2.34E+00,-0.004,-0.0044,,2.34E-07,0.0072
2.34E+00,-0.0024,-0.0012,,2.34E-07,0.0072
2.34E+00,0.0056,0.0124,,2.34E-07,0.0072
2.35E+00,-0.0016,-0.0044,,2.35E-07,0.0064
2.35E+00,-0.004,-0.0044,,2.35E-07,0.0064
2.36E+00,0.0016,0.0124,,2.36E-07,0.0064
2.36E+00,-0.0032,-0.0036,,2.36E-07,0.0064
2.36E+00,-0.0016,-0.0052,,2.36E-07,0.0072
2.37E+00,0.0024,0.0108,,2.37E-07,0.0072
2.37E+00,0,-0.0012,,2.37E-07,0.0072
2.38E+00,-0.0008,-0.002,,2.38E-07,0.0064
2.38E+00,0.0008,0.0124,,2.38E-07,0.0056
2.38E+00,0.0008,0.0028,,2.38E-07,0.0048
2.39E+00,-0.0032,-0.0052,,2.39E-07,0.0056
2.39E+00,0,0.0092,,2.39E-07,0.0048
2.40E+00,0.0016,0.0132,,2.40E-07,0.0056
2.40E+00,-0.0032,-0.0044,,2.40E-07,0.0056
2.40E+00,-0.0008,0.002,,2.40E-07,0.0072
2.41E+00,0.0016,0.0116,,2.41E-07,0.008
2.41E+00,-0.004,-0.0028,,2.41E-07,0.0096
2.42E+00,-0.0016,-0.0028,,2.42E-07,0.0104
2.42E+00,0,0.0132,,2.42E-07,0.0104
2.42E+00,-0.0016,-0.0028,,2.42E-07,0.0088
2.43E+00,-0.0016,-0.0036,,2.43E-07,0.0088
2.43E+00,0,0.0164,,2.43E-07,0.0072
2.44E+00,-0.0048,-0.0036,,2.44E-07,0.0064
2.44E+00,-0.0024,-0.0028,,2.44E-07,0.0056
2.44E+00,0.0016,0.0156,,2.44E-07,0.0064
2.45E+00,-0.0024,-0.0052,,2.45E-07,0.0064
2.45E+00,-0.0048,-0.0028,,2.45E-07,0.0072
2.46E+00,-0.0008,0.018,,2.46E-07,0.0064
2.46E+00,-0.0008,-0.0052,,2.46E-07,0.0056
2.46E+00,-0.0024,-0.006,,2.46E-07,0.0072
2.47E+00,-0.0008,0.0164,,2.47E-07,0.0064
2.47E+00,0.0008,0.0172,,2.47E-07,0.008
2.48E+00,-0.0024,-0.0044,,2.48E-07,0.0072
2.48E+00,-0.0032,0.0076,,2.48E-07,0.0072
2.48E+00,-0.0016,0.0148,,2.48E-07,0.0072
2.49E+00,-0.004,-0.006,,2.49E-07,0.008
2.49E+00,-0.0024,-0.0044,,2.49E-07,0.0088
2.50E+00,0,0.018,,2.50E-07,0.0088
2.50E+00,-0.0032,-0.0028,,2.50E-07,0.0096
2.50E+00,-0.004,-0.0044,,2.50E-07,0.0096
2.51E+00,-0.0024,0.0156,,2.51E-07,0.0096
2.51E+00,-0.0024,-0.0044,,2.51E-07,0.0096
2.52E+00,-0.0016,-0.0028,,2.52E-07,0.0088
2.52E+00,-0.0008,0.0172,,2.52E-07,0.0096
2.52E+00,-0.004,-0.0036,,2.52E-07,0.0088
2.53E+00,-0.0032,-0.0028,,2.53E-07,0.0088
2.53E+00,-0.0032,0.0156,,2.53E-07,0.0088
2.54E+00,-0.0024,-0.002,,2.54E-07,0.0088
2.54E+00,-0.0024,-0.0044,,2.54E-07,0.0072
2.54E+00,-0.0016,0.0196,,2.54E-07,0.008
2.55E+00,-0.0008,0.01,,2.55E-07,0.0072
2.55E+00,-0.0016,-0.006,,2.55E-07,0.0064
2.56E+00,-0.0016,0.0124,,2.56E-07,0.0064
2.56E+00,-0.0008,0.0188,,2.56E-07,0.0064
2.56E+00,-0.0032,-0.0044,,2.56E-07,0.0056
2.57E+00,-0.0032,-0.0004,,2.57E-07,0.0056
2.57E+00,-0.0024,0.0188,,2.57E-07,0.0072
2.58E+00,-0.0032,-0.0028,,2.58E-07,0.0072
2.58E+00,-0.0024,-0.002,,2.58E-07,0.0072
2.58E+00,-0.0008,0.0188,,2.58E-07,0.0064
2.59E+00,-0.0032,-0.002,,2.59E-07,0.0064
2.59E+00,-0.0024,-0.0036,,2.59E-07,0.0064
2.60E+00,-0.0008,0.0188,,2.60E-07,0.0048
2.60E+00,-0.0016,-0.0052,,2.60E-07,0.0024
2.60E+00,-0.0024,-0.0004,,2.60E-07,0.0024
2.61E+00,-0.0008,0.0188,,2.61E-07,0.0008
2.61E+00,-0.0016,-0.0044,,2.61E-07,-0.0008
2.62E+00,-0.0032,-0.0036,,2.62E-07,0
2.62E+00,-0.0008,0.0188,,2.62E-07,-0.0008
2.62E+00,-0.0024,-0.0028,,2.62E-07,0.0016
2.63E+00,-0.0048,-0.0044,,2.63E-07,0.0008
2.63E+00,-0.0048,0.0164,,2.63E-07,0.0016
2.64E+00,-0.0016,0.018,,2.64E-07,0
2.64E+00,-0.0024,-0.0028,,2.64E-07,0
2.64E+00,-0.0032,0.006,,2.64E-07,-0.0008
2.65E+00,-0.0008,0.0188,,2.65E-07,-0.0008
2.65E+00,-0.004,-0.002,,2.65E-07,-0.004
2.66E+00,-0.0024,-0.0028,,2.66E-07,-0.0032
2.66E+00,-0.0024,0.018,,2.66E-07,-0.0032
2.66E+00,-0.0032,-0.0044,,2.66E-07,-0.0032
2.67E+00,-0.0032,-0.0044,,2.67E-07,-0.0024
2.67E+00,-0.0008,0.0188,,2.67E-07,-0.0016
2.68E+00,-0.0016,-0.0044,,2.68E-07,-0.0008
2.68E+00,-0.004,-0.0028,,2.68E-07,-0.0008
2.68E+00,-0.004,0.0196,,2.68E-07,-0.0008
2.69E+00,-0.004,-0.0044,,2.69E-07,-0.0008
2.69E+00,-0.004,-0.0028,,2.69E-07,-0.0016
2.70E+00,-0.0008,0.0188,,2.70E-07,-0.0024
2.70E+00,-0.0008,-0.0036,,2.70E-07,-0.0024
2.70E+00,-0.0032,-0.0036,,2.70E-07,-0.0032
2.71E+00,-0.0032,0.0204,,2.71E-07,-0.0024
2.71E+00,-0.0008,0.0164,,2.71E-07,-0.0024
2.72E+00,-0.0032,-0.0036,,2.72E-07,-0.0024
2.72E+00,-0.0024,0.0124,,2.72E-07,-0.0016
2.72E+00,-0.0024,0.0188,,2.72E-07,-0.0016
2.73E+00,-0.0016,-0.0028,,2.73E-07,-0.0016
2.73E+00,-0.0048,-0.0028,,2.73E-07,-0.0016
2.74E+00,-0.0024,0.0156,,2.74E-07,-0.0024
2.74E+00,-0.0032,-0.0044,,2.74E-07,-0.0024
2.74E+00,-0.0024,-0.0004,,2.74E-07,-0.0032
2.75E+00,-0.0008,0.018,,2.75E-07,-0.0032
2.75E+00,-0.0032,-0.0044,,2.75E-07,-0.0024
2.76E+00,-0.0032,-0.0036,,2.76E-07,-0.0024
2.76E+00,-0.0016,0.0196,,2.76E-07,-0.0024
2.76E+00,-0.0032,-0.0028,,2.76E-07,-0.0016
2.77E+00,-0.0032,-0.0036,,2.77E-07,-0.0008
2.77E+00,-0.0016,0.0188,,2.77E-07,-0.0008
2.78E+00,-0.004,-0.0044,,2.78E-07,-0.0008
2.78E+00,-0.0032,-0.0044,,2.78E-07,-0.0008
2.78E+00,-0.0024,0.0212,,2.78E-07,-0.0016
2.79E+00,-0.0024,0.002,,2.79E-07,-0.0024
2.79E+00,-0.0024,-0.0044,,2.79E-07,-0.0024
2.80E+00,-0.0032,0.0172,,2.80E-07,-0.0024
2.80E+00,-0.0008,0.0196,,2.80E-07,-0.0024
2.80E+00,-0.0016,-0.0036,,2.80E-07,-0.0024
2.81E+00,-0.0024,0.0052,,2.81E-07,-0.0024
2.81E+00,-0.0016,0.0172,,2.81E-07,-0.004
2.82E+00,-0.004,-0.002,,2.82E-07,-0.004
2.82E+00,-0.004,-0.0028,,2.82E-07,-0.004
2.82E+00,-0.0024,0.018,,2.82E-07,-0.0032
2.83E+00,-0.004,-0.0044,,2.83E-07,-0.0024
2.83E+00,-0.0016,-0.0012,,2.83E-07,-0.0024
2.84E+00,-0.0016,0.0148,,2.84E-07,-0.0008
2.84E+00,-0.0008,-0.002,,2.84E-07,-0.0008
2.84E+00,-0.0032,-0.0028,,2.84E-07,0
2.85E+00,-0.0016,0.0188,,2.85E-07,0
2.85E+00,-0.0032,-0.0028,,2.85E-07,-0.0008
2.86E+00,-0.0024,-0.0052,,2.86E-07,0
2.86E+00,-0.0024,0.0164,,2.86E-07,-0.0008
2.86E+00,-0.0024,-0.0044,,2.86E-07,-0.0008
2.87E+00,-0.0024,-0.002,,2.87E-07,-0.0024
2.87E+00,-0.0008,0.0164,,2.87E-07,-0.0024
2.88E+00,-0.0008,0.018,,2.88E-07,-0.0032
2.88E+00,-0.004,-0.0004,,2.88E-07,-0.004
2.88E+00,-0.0032,0.0092,,2.88E-07,-0.0032
2.89E+00,0,0.0164,,2.89E-07,-0.0032
2.89E+00,-0.0016,-0.0036,,2.89E-07,-0.0032
2.90E+00,-0.004,-0.0012,,2.90E-07,-0.0032
2.90E+00,-0.0008,0.0148,,2.90E-07,-0.0024
2.90E+00,-0.0016,-0.0036,,2.90E-07,-0.0016
2.91E+00,-0.0032,-0.0044,,2.91E-07,-0.0016
2.91E+00,-0.0024,0.0164,,2.91E-07,-0.0008
2.92E+00,-0.004,-0.0004,,2.92E-07,-0.0016
2.92E+00,-0.004,-0.0028,,2.92E-07,-0.0008
2.92E+00,-0.0016,0.0164,,2.92E-07,-0.0024
2.93E+00,-0.0032,-0.0044,,2.93E-07,-0.0024
2.93E+00,-0.0024,-0.0012,,2.93E-07,-0.0016
2.94E+00,-0.0008,0.0164,,2.94E-07,-0.0016
2.94E+00,0,-0.0044,,2.94E-07,-0.0016
2.94E+00,-0.0032,-0.0036,,2.94E-07,-0.0008
2.95E+00,-0.004,0.0164,,2.95E-07,-0.0008
2.95E+00,0.0008,0.0028,,2.95E-07,-0.0024
2.96E+00,-0.0048,-0.0036,,2.96E-07,-0.0024
2.96E+00,-0.004,0.014,,2.96E-07,-0.004
2.96E+00,-0.0008,0.0172,,2.96E-07,-0.0032
2.97E+00,-0.0024,-0.0028,,2.97E-07,-0.0016
2.97E+00,-0.0024,0.0012,,2.97E-07,-0.0024
2.98E+00,-0.0008,0.0148,,2.98E-07,-0.0024
2.98E+00,-0.0024,-0.006,,2.98E-07,-0.0024
2.98E+00,-0.0024,-0.0036,,2.98E-07,-0.0008
2.99E+00,-0.0008,0.014,,2.99E-07,-0.0024
2.99E+00,-0.004,-0.006,,2.99E-07,-0.0024
3.00E+00,-0.0048,-0.0036,,3.00E-07,-0.0032
3.00E+00,0,0.014,,3.00E-07,-0.0032
3.00E+00,-0.0024,-0.0044,,3.00E-07,-0.0032
3.01E+00,-0.0032,-0.0044,,3.01E-07,-0.004
3.01E+00,0.0032,0.0148,,3.01E-07,-0.0024
3.02E+00,-0.0032,-0.0028,,3.02E-07,-0.0032
3.02E+00,-0.004,-0.0036,,3.02E-07,-0.0016
3.02E+00,0.0008,0.0172,,3.02E-07,-0.0024
3.03E+00,0.004,-0.0044,,3.03E-07,-0.0016
3.03E+00,-0.0048,-0.006,,3.03E-07,-0.0016
3.04E+00,0,0.014,,3.04E-07,-0.0008
3.04E+00,0.0024,0.0132,,3.04E-07,-0.0016
3.04E+00,-0.0032,-0.0028,,3.04E-07,-0.0016
3.05E+00,-0.0024,0.0036,,3.05E-07,-0.0016
3.05E+00,0.0056,0.0116,,3.05E-07,-0.0016
3.06E+00,-0.0008,-0.0044,,3.06E-07,-0.0016
3.06E+00,-0.0016,-0.0036,,3.06E-07,-0.0016
3.06E+00,0.0032,0.0116,,3.06E-07,-0.004
3.07E+00,-0.0032,-0.0052,,3.07E-07,-0.0032
3.07E+00,-0.0032,-0.0036,,3.07E-07,-0.004
3.08E+00,0.0032,0.0116,,3.08E-07,-0.004
3.08E+00,-0.004,-0.002,,3.08E-07,-0.0032
3.08E+00,-0.0024,-0.0028,,3.08E-07,-0.0024
3.09E+00,0.0032,0.0124,,3.09E-07,-0.0032
3.09E+00,-0.0032,-0.0028,,3.09E-07,-0.0024
3.10E+00,-0.004,-0.0044,,3.10E-07,-0.0024
3.10E+00,0.004,0.0076,,3.10E-07,-0.0016
3.10E+00,0.0048,-0.006,,3.10E-07,-0.0016
3.11E+00,-0.0024,-0.002,,3.11E-07,-0.0016
3.11E+00,0.0024,0.0076,,3.11E-07,-0.0024
3.12E+00,0.0072,0.0076,,3.12E-07,-0.0024
3.12E+00,-0.004,-0.0012,,3.12E-07,-0.0024
3.12E+00,-0.0008,0.006,,3.12E-07,-0.0024
3.13E+00,0.0064,0.0084,,3.13E-07,-0.0024
3.13E+00,-0.0024,-0.0052,,3.13E-07,-0.0024
3.14E+00,-0.004,-0.0012,,3.14E-07,-0.0032
3.14E+00,0.0064,0.0076,,3.14E-07,-0.004
3.14E+00,-0.0024,-0.0044,,3.14E-07,-0.0024
3.15E+00,-0.0016,-0.0028,,3.15E-07,-0.0024
3.15E+00,0.0072,0.006,,3.15E-07,-0.0016
3.16E+00,-0.0016,-0.0044,,3.16E-07,-0.0008
3.16E+00,-0.0016,-0.0052,,3.16E-07,-0.0016
3.16E+00,0.008,0.006,,3.16E-07,-0.0008
3.17E+00,-0.0032,-0.0028,,3.17E-07,-0.0008
3.17E+00,-0.0008,-0.0028,,3.17E-07,-0.0016
3.18E+00,0.0104,0.0036,,3.18E-07,-0.0016
3.18E+00,-0.0008,-0.0036,,3.18E-07,-0.0024
3.18E+00,-0.0032,-0.0044,,3.18E-07,-0.0024
3.19E+00,0.0104,0.0028,,3.19E-07,-0.0024
3.19E+00,0.0104,0.0004,,3.19E-07,-0.0024
3.20E+00,-0.0032,-0.006,,3.20E-07,-0.0032
3.20E+00,0.0008,0.002,,3.20E-07,-0.0024
3.20E+00,0.0072,0.0044,,3.20E-07,-0.0016
3.21E+00,-0.0024,-0.0036,,3.21E-07,0
3.21E+00,-0.004,-0.0004,,3.21E-07,0.0016
3.22E+00,0.0112,0.0028,,3.22E-07,0.0032
3.22E+00,-0.0008,-0.0036,,3.22E-07,0.0024
3.22E+00,-0.0016,-0.0028,,3.22E-07,0.0032
3.23E+00,0.0104,0.0012,,3.23E-07,0.004
3.23E+00,-0.0032,-0.0044,,3.23E-07,0.0048
3.24E+00,-0.0008,-0.0052,,3.24E-07,0.0056
3.24E+00,0.012,0.0004,,3.24E-07,0.0056
3.24E+00,-0.0024,-0.0028,,3.24E-07,0.008
3.25E+00,-0.0032,-0.006,,3.25E-07,0.008
3.25E+00,0.0136,0.0012,,3.25E-07,0.008
3.26E+00,-0.0016,-0.0036,,3.26E-07,0.0088
3.26E+00,-0.0008,-0.0036,,3.26E-07,0.008
3.26E+00,0.0128,0.0012,,3.26E-07,0.0088
3.27E+00,0.012,-0.0036,,3.27E-07,0.008
3.27E+00,-0.0016,-0.0052,,3.27E-07,0.008
3.28E+00,0.0072,-0.002,,3.28E-07,0.0072
3.28E+00,0.0136,-0.002,,3.28E-07,0.0056
3.28E+00,-0.0016,-0.0044,,3.28E-07,0.0048
3.29E+00,-0.0032,-0.0036,,3.29E-07,0.0048
3.29E+00,0.0128,-0.0012,,3.29E-07,0.0048
3.30E+00,-0.0008,-0.0052,,3.30E-07,0.0072
3.30E+00,-0.004,-0.006,,3.30E-07,0.0072
3.30E+00,0.0152,-0.0012,,3.30E-07,0.008
3.31E+00,-0.0008,-0.006,,3.31E-07,0.008
3.31E+00,-0.0008,-0.0044,,3.31E-07,0.008
3.32E+00,0.0128,-0.0036,,3.32E-07,0.008
3.32E+00,-0.004,-0.0044,,3.32E-07,0.0072
3.32E+00,-0.0016,-0.0036,,3.32E-07,0.008
3.33E+00,0.016,-0.002,,3.33E-07,0.0072
3.33E+00,-0.0024,-0.006,,3.33E-07,0.0072
3.34E+00,-0.0016,-0.0044,,3.34E-07,0.0064
3.34E+00,0.016,-0.0044,,3.34E-07,0.0056
3.34E+00,0.0056,-0.0068,,3.34E-07,0.0048
3.35E+00,-0.0016,-0.0044,,3.35E-07,0.0056
3.35E+00,0.0112,-0.002,,3.35E-07,0.0056
3.36E+00,0.0176,-0.0044,,3.36E-07,0.0056
3.36E+00,-0.0016,-0.0044,,3.36E-07,0.0056
3.36E+00,0.0016,-0.0036,,3.36E-07,0.0072
3.37E+00,0.0144,-0.0012,,3.37E-07,0.008
3.37E+00,-0.0016,-0.006,,3.37E-07,0.0088
3.38E+00,-0.0024,-0.0044,,3.38E-07,0.0088
3.38E+00,0.0176,-0.0044,,3.38E-07,0.0104
3.38E+00,-0.0016,-0.0036,,3.38E-07,0.0096
3.39E+00,-0.0008,-0.0044,,3.39E-07,0.008
3.39E+00,0.016,-0.0044,,3.39E-07,0.0072
3.40E+00,-0.0008,-0.006,,3.40E-07,0.0072
3.40E+00,-0.0024,-0.0044,,3.40E-07,0.0072
3.40E+00,0.0152,-0.0036,,3.40E-07,0.0072
3.41E+00,-0.004,-0.0076,,3.41E-07,0.0072
3.41E+00,-0.0008,-0.0036,,3.41E-07,0.0072
3.42E+00,0.0184,-0.0036,,3.42E-07,0.008
3.42E+00,-0.0008,-0.0036,,3.42E-07,0.0072
3.42E+00,-0.0008,-0.0052,,3.42E-07,0.0072
3.43E+00,0.0168,-0.0044,,3.43E-07,0.0064
3.43E+00,0.0176,-0.0044,,3.43E-07,0.0048
